
Date / Time: Fri Mar 31 01:23:50 2017

   ****************************************
   * PSO Neural Net (Gaussian Activation) *
   *       by William Boler, BSCE         *
   *     Research Assistant, IUPUI        *
   *                                      *
   *  Professor: Dr. Lauren Christopher   *
   *     Created: March 13, 2017          *
   ****************************************


Inputs: 10
Inner Nets: 1
 - 9
Tests per train(min): 100
Particles: 50
Neighbors: 10
Minimum Particle Iterations: 1000
Particle (0):: Fit: 50.3602	PB: 50.3602	LB: 50.3602	GB: 50.3602	Conf: 2	Pts: 110099
Particle (10):: Fit: 115.297	PB: 115.297	LB: 119.434	GB: 119.434	Conf: 0.391006	Pts: 145397
Particle (13):: Fit: 65.0308	PB: 65.0308	LB: 119.434	GB: 119.434	Conf: 0.756216	Pts: 55597
Particle (34):: Fit: 78.3157	PB: 78.3157	LB: 116.381	GB: 119.434	Conf: 0.303892	Pts: 100297
Particle (38):: Fit: 64.9318	PB: 64.9318	LB: 116.851	GB: 119.434	Conf: 0.557035	Pts: 60297
Particle (44):: Fit: 66.9638	PB: 66.9638	LB: 116.851	GB: 119.434	Conf: 0.284991	Pts: 70197
Particle (49):: Fit: 67.7423	PB: 67.7423	LB: 118.715	GB: 119.434	Conf: 0.74064	Pts: 50297
Particle (5):: Fit: 58.6497	PB: 58.6497	LB: 118.715	GB: 119.434	Conf: 0.840557	Pts: 55496
Particle (7):: Fit: 81.482	PB: 81.482	LB: 115.297	GB: 119.434	Conf: 1.14205	Pts: 55680
Particle (23):: Fit: 83.124	PB: 83.124	LB: 114.891	GB: 119.434	Conf: 0.691511	Pts: 55596
Particle (30):: Fit: 58.8714	PB: 58.8714	LB: 114.891	GB: 119.434	Conf: 0.664435	Pts: 55596
Particle (34):: Fit: 88.6551	PB: 88.6551	LB: 116.381	GB: 119.434	Conf: 0.410993	Pts: 100396
Particle (39):: Fit: 92.1193	PB: 92.1193	LB: 116.851	GB: 119.434	Conf: 0.591984	Pts: 55480
Particle (0):: Fit: 90.816	PB: 90.816	LB: 118.715	GB: 119.434	Conf: 0.697256	Pts: 110595
Particle (3):: Fit: 105.972	PB: 105.972	LB: 118.715	GB: 119.434	Conf: 1.98728	Pts: 55695
Particle (17):: Fit: 109.379	PB: 109.379	LB: 119.434	GB: 119.434	Conf: 0.891533	Pts: 65395
Particle (25):: Fit: 89.9093	PB: 89.9093	LB: 114.891	GB: 119.434	Conf: 1.85004	Pts: 55595
Particle (26):: Fit: 116.66	PB: 116.66	LB: 116.66	GB: 119.434	Conf: 0.968677	Pts: 110794
Particle (34):: Fit: 99.5001	PB: 99.5001	LB: 116.381	GB: 119.434	Conf: 0.246313	Pts: 100495
Particle (37):: Fit: 95.0064	PB: 95.0064	LB: 116.851	GB: 119.434	Conf: 0.591864	Pts: 55770
Particle (44):: Fit: 69.0235	PB: 69.0235	LB: 116.851	GB: 119.434	Conf: 0.709742	Pts: 70295
Particle (4):: Fit: 57.8495	PB: 57.8495	LB: 118.715	GB: 119.434	Conf: 0.488779	Pts: 65594
Particle (5):: Fit: 69.1017	PB: 69.1017	LB: 118.715	GB: 119.434	Conf: 0.614686	Pts: 55594
Particle (13):: Fit: 110.877	PB: 110.877	LB: 119.434	GB: 119.434	Conf: 0.98764	Pts: 55694
Particle (16):: Fit: 105.382	PB: 105.382	LB: 119.434	GB: 119.434	Conf: 0.967678	Pts: 60394
Particle (19):: Fit: 112.617	PB: 112.617	LB: 117.211	GB: 119.434	Conf: 0.583898	Pts: 65294
Particle (30):: Fit: 107.254	PB: 107.254	LB: 116.66	GB: 119.434	Conf: 0.0884482	Pts: 55694
Particle (34):: Fit: 104.313	PB: 104.313	LB: 116.381	GB: 119.434	Conf: 0.300706	Pts: 100594
Particle (39):: Fit: 100.731	PB: 100.731	LB: 116.851	GB: 119.434	Conf: 0.724209	Pts: 55578
Particle (44):: Fit: 95.5804	PB: 95.5804	LB: 116.851	GB: 119.434	Conf: 0.654197	Pts: 70394
Particle (47):: Fit: 103.64	PB: 103.64	LB: 118.715	GB: 119.434	Conf: 0.232937	Pts: 50594
Particle (0):: Fit: 107.219	PB: 107.219	LB: 118.715	GB: 119.434	Conf: 0.599725	Pts: 110693
Particle (4):: Fit: 98.3421	PB: 98.3421	LB: 118.715	GB: 119.434	Conf: 0.777215	Pts: 65693
Particle (5):: Fit: 73.7469	PB: 73.7469	LB: 118.715	GB: 119.434	Conf: 0.532629	Pts: 55693
Particle (44):: Fit: 111.207	PB: 111.207	LB: 116.851	GB: 119.434	Conf: 0.750503	Pts: 70493
Particle (49):: Fit: 96.6357	PB: 96.6357	LB: 118.715	GB: 119.434	Conf: 0.874379	Pts: 50393
Particle (8):: Fit: 77.4616	PB: 77.4616	LB: 115.297	GB: 119.434	Conf: 0.360788	Pts: 65592
Particle (37):: Fit: 105.989	PB: 105.989	LB: 116.851	GB: 119.434	Conf: 0.620675	Pts: 55867
Particle (41):: Fit: 105.398	PB: 105.398	LB: 116.851	GB: 119.434	Conf: 0.506165	Pts: 50692
Particle (5):: Fit: 82.6835	PB: 82.6835	LB: 118.715	GB: 119.434	Conf: 0.761779	Pts: 55791
Particle (38):: Fit: 81.8534	PB: 81.8534	LB: 116.851	GB: 119.434	Conf: 0.560619	Pts: 60391
Particle (22):: Fit: 118.965	PB: 118.965	LB: 118.965	GB: 119.434	Conf: 0.869618	Pts: 165590
Particle (31):: Fit: 55.4099	PB: 55.4099	LB: 116.381	GB: 119.434	Conf: 0.459125	Pts: 60272
Particle (45):: Fit: 65.1139	PB: 65.1139	LB: 112.938	GB: 119.434	Conf: 0.918567	Pts: 50590
Particle (4):: Fit: 102.796	PB: 102.796	LB: 118.715	GB: 119.434	Conf: 0.963801	Pts: 65789
Particle (23):: Fit: 92.9403	PB: 92.9403	LB: 118.965	GB: 119.434	Conf: 0.276542	Pts: 55689
Particle (25):: Fit: 101.262	PB: 101.262	LB: 118.965	GB: 119.434	Conf: 0.828129	Pts: 55689
Particle (8):: Fit: 88.4499	PB: 88.4499	LB: 115.297	GB: 119.434	Conf: 0.236702	Pts: 65688
Particle (30):: Fit: 114.352	PB: 114.352	LB: 116.66	GB: 119.434	Conf: 0.944928	Pts: 55788
Particle (49):: Fit: 105.707	PB: 105.707	LB: 118.715	GB: 119.434	Conf: 0.599328	Pts: 50488
Particle (0):: Fit: 111.078	PB: 111.078	LB: 118.715	GB: 119.434	Conf: 0.709448	Pts: 110787
Particle (8):: Fit: 103.822	PB: 103.822	LB: 115.297	GB: 119.434	Conf: 0.535172	Pts: 65787
Particle (27):: Fit: 85.2413	PB: 85.2413	LB: 116.66	GB: 119.434	Conf: 0.519675	Pts: 55771
Particle (37):: Fit: 106.168	PB: 106.168	LB: 116.851	GB: 119.434	Conf: 0.509034	Pts: 55962
Particle (41):: Fit: 105.971	PB: 105.971	LB: 116.851	GB: 119.434	Conf: 0.819003	Pts: 50787
Particle (45):: Fit: 101.381	PB: 101.381	LB: 112.938	GB: 119.434	Conf: 0.259998	Pts: 50687
Particle (32):: Fit: 106.886	PB: 106.886	LB: 116.381	GB: 119.434	Conf: 0.914237	Pts: 55874
Particle (23):: Fit: 96.5756	PB: 96.5756	LB: 118.965	GB: 119.434	Conf: 0.696462	Pts: 55785
Particle (32):: Fit: 109.351	PB: 109.351	LB: 116.381	GB: 119.434	Conf: 0.966759	Pts: 55973
Particle (13):: Fit: 120.56	PB: 120.56	LB: 120.56	GB: 120.56	Conf: 0.996901	Pts: 115784
Particle (31):: Fit: 61.005	PB: 61.005	LB: 116.381	GB: 120.56	Conf: 0.0734927	Pts: 60366
Global: 120.56 - Correct: 63% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = -0.0296399
  -- 1 : 2 = -0.253821
  -- 1 : 3 = 0.0520909
  -- 1 : 4 = -0.125477
  -- 1 : 5 = 0.106859
  -- 1 : 6 = 0.368251
  -- 1 : 7 = -0.122262
  -- 1 : 8 = -0.253115
  -- 1 : 9 = 0.342784
  -- 2 : 1 = 0.448262
  -- 2 : 2 = 0.0616421
  -- 2 : 3 = -0.0389962
  -- 2 : 4 = 0.0562597
  -- 2 : 5 = 0.262714
  -- 2 : 6 = 0.217695
  -- 2 : 7 = 0.449084
  -- 2 : 8 = 0.188102
  -- 2 : 9 = 0.259324
  -- 3 : 1 = -0.0402064
  -- 3 : 2 = 0.684586
  -- 3 : 3 = 0.0711613
  -- 3 : 4 = 0.263312
  -- 3 : 5 = 0.153994
  -- 3 : 6 = 0.355235
  -- 3 : 7 = 0.114306
  -- 3 : 8 = -0.036993
  -- 3 : 9 = 0.211659
  -- 4 : 1 = 0.68499
  -- 4 : 2 = -0.103467
  -- 4 : 3 = 0.0613224
  -- 4 : 4 = 0.00941889
  -- 4 : 5 = 0.262012
  -- 4 : 6 = 0.12881
  -- 4 : 7 = -0.082764
  -- 4 : 8 = -0.0501475
  -- 4 : 9 = 0.201945
  -- 5 : 1 = 0.52068
  -- 5 : 2 = 0.194876
  -- 5 : 3 = 0.0671033
  -- 5 : 4 = 0.0347754
  -- 5 : 5 = 0.0693329
  -- 5 : 6 = 0.35235
  -- 5 : 7 = 0.21578
  -- 5 : 8 = 0.182118
  -- 5 : 9 = 0.0715461
  -- 6 : 1 = 0.0685431
  -- 6 : 2 = -0.0894234
  -- 6 : 3 = 0.339561
  -- 6 : 4 = -0.0159148
  -- 6 : 5 = 0.388488
  -- 6 : 6 = -0.146989
  -- 6 : 7 = 0.0791178
  -- 6 : 8 = 0.079911
  -- 6 : 9 = 0.0369075
  -- 7 : 1 = -0.0514491
  -- 7 : 2 = -0.28299
  -- 7 : 3 = 0.223763
  -- 7 : 4 = 0.407215
  -- 7 : 5 = 0.257846
  -- 7 : 6 = 0.162838
  -- 7 : 7 = -0.0685033
  -- 7 : 8 = -0.0811412
  -- 7 : 9 = 0.303655
  -- 8 : 1 = 0.543554
  -- 8 : 2 = -0.0133384
  -- 8 : 3 = 0.0200479
  -- 8 : 4 = -0.431932
  -- 8 : 5 = 0.0306237
  -- 8 : 6 = 0.206999
  -- 8 : 7 = -0.159943
  -- 8 : 8 = -0.307111
  -- 8 : 9 = 0.2695
  -- 9 : 1 = -0.142158
  -- 9 : 2 = -0.180665
  -- 9 : 3 = -0.150369
  -- 9 : 4 = 0.158199
  -- 9 : 5 = 0.188281
  -- 9 : 6 = 0.0600397
  -- 9 : 7 = 0.0161255
  -- 9 : 8 = 0.11757
  -- 9 : 9 = 0.0605671
  -- 10 : 1 = -0.5
  -- 10 : 2 = 0.296029
  -- 10 : 3 = 0.329943
  -- 10 : 4 = -0.0791021
  -- 10 : 5 = 0.104981
  -- 10 : 6 = 0.0398256
  -- 10 : 7 = 0.405587
  -- 10 : 8 = 0.24289
  -- 10 : 9 = 0.404422
  Inner Net 2
  -- 1 : 1 = -0.341301
  -- 1 : 2 = -0.15701
  -- 2 : 1 = 0.382587
  -- 2 : 2 = 0.0272608
  -- 3 : 1 = -0.702663
  -- 3 : 2 = -0.164238
  -- 4 : 1 = 0.180674
  -- 4 : 2 = 0.479362
  -- 5 : 1 = -0.00871385
  -- 5 : 2 = -0.0804129
  -- 6 : 1 = -0.121348
  -- 6 : 2 = 0.0551802
  -- 7 : 1 = -0.359151
  -- 7 : 2 = -0.00372316
  -- 8 : 1 = -4.78725e-006
  -- 8 : 2 = -0.0230852
  -- 9 : 1 = -0.46549
  -- 9 : 2 = -0.0752784
Out\Act	False		True
False	0.0837696	0.75821	0.84198
True	0.00713946	0.150881	0.15802
	0.0909091	0.909091
	Accuracy [ (tp + tn) / testSize ]: 0.23465
	Precision [ tp / (tp + fp) ]:      0.165882
	Sensitivity [ tp / (tp + fn) ]:    0.951952
	Specificity [ tn / (tn + fp) ]:    0.099435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0.282657
Particle (31):: Fit: 68.2152	PB: 68.2152	LB: 116.381	GB: 120.56	Conf: 0.314603	Pts: 60465
Particle (38):: Fit: 90.7881	PB: 90.7881	LB: 116.851	GB: 120.56	Conf: 0.492066	Pts: 60483
Particle (47):: Fit: 110.1	PB: 110.1	LB: 118.715	GB: 120.56	Conf: 0.332713	Pts: 50683
Particle (7):: Fit: 84.4322	PB: 84.4322	LB: 115.297	GB: 120.56	Conf: 0.867544	Pts: 55766
Particle (18):: Fit: 60.0716	PB: 60.0716	LB: 119.434	GB: 120.56	Conf: 0.686883	Pts: 60480
Particle (16):: Fit: 105.668	PB: 105.668	LB: 120.56	GB: 120.56	Conf: 0.480578	Pts: 60480
Particle (5):: Fit: 83.7515	PB: 83.7515	LB: 118.715	GB: 120.56	Conf: 0.74269	Pts: 55879
Particle (8):: Fit: 104.931	PB: 104.931	LB: 120.56	GB: 120.56	Conf: 0.805329	Pts: 65880
Particle (42):: Fit: 110.759	PB: 110.759	LB: 116.851	GB: 120.56	Conf: 0.590181	Pts: 50380
Particle (24):: Fit: 108.916	PB: 108.916	LB: 118.965	GB: 120.56	Conf: 0.27595	Pts: 105279
Particle (27):: Fit: 97.8994	PB: 97.8994	LB: 116.66	GB: 120.56	Conf: 0.55226	Pts: 55861
Particle (38):: Fit: 105.86	PB: 105.86	LB: 116.851	GB: 120.56	Conf: 0.475261	Pts: 60578
Particle (31):: Fit: 80.6078	PB: 80.6078	LB: 116.381	GB: 120.56	Conf: 0.115384	Pts: 60559
Particle (25):: Fit: 102.12	PB: 102.12	LB: 118.965	GB: 120.56	Conf: 0.828229	Pts: 55775
Particle (37):: Fit: 113.917	PB: 113.917	LB: 116.851	GB: 120.56	Conf: 0.797365	Pts: 56051
Particle (45):: Fit: 102.511	PB: 102.511	LB: 112.938	GB: 120.56	Conf: 0.258088	Pts: 50774
Particle (46):: Fit: 107.413	PB: 107.413	LB: 112.938	GB: 120.56	Conf: 0.454606	Pts: 50475
Particle (37):: Fit: 125.476	PB: 125.476	LB: 125.476	GB: 125.476	Conf: 0.699911	Pts: 116148
Global: 125.476 - Correct: 72% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.00654309
  -- 1 : 2 = 0.194913
  -- 1 : 3 = -0.0567882
  -- 1 : 4 = -0.0768966
  -- 1 : 5 = -0.112199
  -- 1 : 6 = 0.35379
  -- 1 : 7 = -0.0112226
  -- 1 : 8 = 0.226917
  -- 1 : 9 = 0.232616
  -- 2 : 1 = 0.0989079
  -- 2 : 2 = -0.0204802
  -- 2 : 3 = -0.00154753
  -- 2 : 4 = -0.116653
  -- 2 : 5 = 0.496356
  -- 2 : 6 = 0.302207
  -- 2 : 7 = -0.262633
  -- 2 : 8 = 0.303935
  -- 2 : 9 = -0.193607
  -- 3 : 1 = 0.168853
  -- 3 : 2 = 0.572486
  -- 3 : 3 = -0.00355353
  -- 3 : 4 = -0.286403
  -- 3 : 5 = -0.279757
  -- 3 : 6 = -0.111471
  -- 3 : 7 = 0.0068604
  -- 3 : 8 = -0.0679012
  -- 3 : 9 = -0.0285027
  -- 4 : 1 = 0.320897
  -- 4 : 2 = 0.373649
  -- 4 : 3 = 0.420728
  -- 4 : 4 = 0.13677
  -- 4 : 5 = 0.0975033
  -- 4 : 6 = 0.320259
  -- 4 : 7 = -0.265454
  -- 4 : 8 = 0.0327011
  -- 4 : 9 = 0.431774
  -- 5 : 1 = -0.160042
  -- 5 : 2 = 0.220544
  -- 5 : 3 = -0.213182
  -- 5 : 4 = 0.0465562
  -- 5 : 5 = 0.0338885
  -- 5 : 6 = -0.337517
  -- 5 : 7 = 0.284478
  -- 5 : 8 = 0.0366227
  -- 5 : 9 = -0.061985
  -- 6 : 1 = 0.188533
  -- 6 : 2 = -0.214811
  -- 6 : 3 = -0.225457
  -- 6 : 4 = 0.128786
  -- 6 : 5 = -0.1541
  -- 6 : 6 = 0.0947725
  -- 6 : 7 = 0.113533
  -- 6 : 8 = 0.159488
  -- 6 : 9 = -0.0298494
  -- 7 : 1 = 0.23318
  -- 7 : 2 = -0.0712946
  -- 7 : 3 = 0.0494192
  -- 7 : 4 = 0.336752
  -- 7 : 5 = -0.0302502
  -- 7 : 6 = -0.170852
  -- 7 : 7 = 0.295212
  -- 7 : 8 = 0.557886
  -- 7 : 9 = -0.0544635
  -- 8 : 1 = 0.735435
  -- 8 : 2 = -0.0632652
  -- 8 : 3 = -0.00304406
  -- 8 : 4 = 0.117371
  -- 8 : 5 = -0.0140357
  -- 8 : 6 = 0.127966
  -- 8 : 7 = -0.197761
  -- 8 : 8 = -0.209799
  -- 8 : 9 = -0.044209
  -- 9 : 1 = -0.202654
  -- 9 : 2 = 0.239897
  -- 9 : 3 = 0.204117
  -- 9 : 4 = 0.414481
  -- 9 : 5 = 0.0338074
  -- 9 : 6 = -0.165563
  -- 9 : 7 = -0.113159
  -- 9 : 8 = 0.0177126
  -- 9 : 9 = -0.147749
  -- 10 : 1 = 0.272847
  -- 10 : 2 = 0.000687017
  -- 10 : 3 = -0.252732
  -- 10 : 4 = 0.357962
  -- 10 : 5 = 0.218295
  -- 10 : 6 = 0.137641
  -- 10 : 7 = 0.174504
  -- 10 : 8 = 0.241868
  -- 10 : 9 = 0.260481
  Inner Net 2
  -- 1 : 1 = -0.265823
  -- 1 : 2 = -0.321528
  -- 2 : 1 = 0.0178578
  -- 2 : 2 = -0.145551
  -- 3 : 1 = -0.344329
  -- 3 : 2 = -0.380666
  -- 4 : 1 = 0.0663978
  -- 4 : 2 = -0.126086
  -- 5 : 1 = 0.0894422
  -- 5 : 2 = -0.316383
  -- 6 : 1 = -0.682668
  -- 6 : 2 = -0.00950568
  -- 7 : 1 = -0.0836937
  -- 7 : 2 = 0.41634
  -- 8 : 1 = 0.281935
  -- 8 : 2 = 0.102116
  -- 9 : 1 = 0.284357
  -- 9 : 2 = 0.169501
Out\Act	False		True
False	0.228939	0.613041	0.84198
True	0.0237982	0.134222	0.15802
	0.252737	0.747263
	Accuracy [ (tp + tn) / testSize ]: 0.36316
	Precision [ tp / (tp + fp) ]:      0.179504
	Sensitivity [ tp / (tp + fn) ]:    0.846847
	Specificity [ tn / (tn + fp) ]:    0.271751
	F-Score [ 2tp / (2tp + fp + fn) ]: 0.296374
Particle (33):: Fit: 112.38	PB: 112.38	LB: 125.476	GB: 125.476	Conf: 0.628453	Pts: 85270
Particle (49):: Fit: 108.198	PB: 108.198	LB: 118.715	GB: 125.476	Conf: 0.558836	Pts: 50571
Particle (23):: Fit: 99.7247	PB: 99.7247	LB: 118.965	GB: 125.476	Conf: 0.725884	Pts: 55870
Particle (7):: Fit: 92.7763	PB: 92.7763	LB: 115.297	GB: 125.476	Conf: 0.969834	Pts: 55852
Particle (46):: Fit: 114.966	PB: 114.966	LB: 114.966	GB: 125.476	Conf: 0.844126	Pts: 60569
Particle (18):: Fit: 65.7955	PB: 65.7955	LB: 119.434	GB: 125.476	Conf: 0.504697	Pts: 60565
Particle (23):: Fit: 103.539	PB: 103.539	LB: 118.965	GB: 125.476	Conf: 0.506332	Pts: 55968
Particle (29):: Fit: 114.077	PB: 114.077	LB: 116.66	GB: 125.476	Conf: 0.684146	Pts: 160367
Particle (31):: Fit: 81.4029	PB: 81.4029	LB: 116.381	GB: 125.476	Conf: 0.126861	Pts: 60650
Particle (32):: Fit: 113.742	PB: 113.742	LB: 125.476	GB: 125.476	Conf: 0.447572	Pts: 56055
Particle (45):: Fit: 108.286	PB: 108.286	LB: 114.966	GB: 125.476	Conf: 0.0987617	Pts: 50866
Particle (24):: Fit: 109.487	PB: 109.487	LB: 118.965	GB: 125.476	Conf: 0.279804	Pts: 105366
Particle (41):: Fit: 106.385	PB: 106.385	LB: 125.476	GB: 125.476	Conf: 0.84126	Pts: 50865
Particle (18):: Fit: 68.701	PB: 68.701	LB: 119.434	GB: 125.476	Conf: 0.5698	Pts: 60662
Particle (48):: Fit: 115.358	PB: 115.358	LB: 118.715	GB: 125.476	Conf: 0.280998	Pts: 130164
Particle (1):: Fit: 121.063	PB: 121.063	LB: 121.063	GB: 125.476	Conf: 0.535727	Pts: 160464
Particle (33):: Fit: 113.362	PB: 113.362	LB: 125.476	GB: 125.476	Conf: 0.595082	Pts: 85362
Particle (5):: Fit: 97.4656	PB: 97.4656	LB: 121.063	GB: 125.476	Conf: 0.639293	Pts: 55961
Particle (34):: Fit: 105.758	PB: 105.758	LB: 125.476	GB: 125.476	Conf: 0.570931	Pts: 100662
Particle (20):: Fit: 105.696	PB: 105.696	LB: 118.965	GB: 125.476	Conf: 0.230798	Pts: 70258
Particle (24):: Fit: 115.677	PB: 115.677	LB: 118.965	GB: 125.476	Conf: 0.398209	Pts: 105461
Particle (8):: Fit: 107.338	PB: 107.338	LB: 120.56	GB: 125.476	Conf: 0.798454	Pts: 65959
Particle (32):: Fit: 115.23	PB: 115.23	LB: 125.476	GB: 125.476	Conf: 0.437172	Pts: 56148
Particle (34):: Fit: 111.563	PB: 111.563	LB: 125.476	GB: 125.476	Conf: 0.582639	Pts: 100760
Particle (10):: Fit: 115.514	PB: 115.514	LB: 120.56	GB: 125.476	Conf: 0.372445	Pts: 150458
Particle (38):: Fit: 118.055	PB: 118.055	LB: 125.476	GB: 125.476	Conf: 0.542619	Pts: 65658
Particle (49):: Fit: 115.228	PB: 115.228	LB: 121.063	GB: 125.476	Conf: 0.57964	Pts: 50658
Particle (25):: Fit: 104.052	PB: 104.052	LB: 118.965	GB: 125.476	Conf: 0.786361	Pts: 55855
Particle (27):: Fit: 104.184	PB: 104.184	LB: 116.66	GB: 125.476	Conf: 0.688099	Pts: 55938
Particle (43):: Fit: 116.005	PB: 116.005	LB: 116.851	GB: 125.476	Conf: 0.216569	Pts: 55457
Particle (7):: Fit: 94.8162	PB: 94.8162	LB: 115.514	GB: 125.476	Conf: 0.959895	Pts: 55938
Particle (23):: Fit: 104.644	PB: 104.644	LB: 118.965	GB: 125.476	Conf: 0.522699	Pts: 56055
Particle (7):: Fit: 98.1633	PB: 98.1633	LB: 115.514	GB: 125.476	Conf: 0.988255	Pts: 56037
Particle (44):: Fit: 114.799	PB: 114.799	LB: 116.851	GB: 125.476	Conf: 0.699143	Pts: 70554
Particle (5):: Fit: 107.197	PB: 107.197	LB: 121.063	GB: 125.476	Conf: 0.619997	Pts: 56050
Particle (4):: Fit: 114.457	PB: 114.457	LB: 121.063	GB: 125.476	Conf: 0.244454	Pts: 65850
Particle (12):: Fit: 115.442	PB: 115.442	LB: 120.56	GB: 125.476	Conf: 0.446247	Pts: 110249
Particle (16):: Fit: 122.51	PB: 122.51	LB: 122.51	GB: 125.476	Conf: 0.915996	Pts: 110547
Particle (5):: Fit: 111.57	PB: 111.57	LB: 121.063	GB: 125.476	Conf: 0.647708	Pts: 56145
Particle (39):: Fit: 109.437	PB: 109.437	LB: 125.476	GB: 125.476	Conf: 0.683646	Pts: 55630
Particle (20):: Fit: 109.997	PB: 109.997	LB: 122.51	GB: 125.476	Conf: 0.0400983	Pts: 70341
Particle (31):: Fit: 103.995	PB: 103.995	LB: 116.381	GB: 125.476	Conf: 0.311513	Pts: 60727
Particle (45):: Fit: 109.786	PB: 109.786	LB: 116.005	GB: 125.476	Conf: 0.395344	Pts: 50941
Particle (21):: Fit: 116.349	PB: 116.349	LB: 118.965	GB: 125.476	Conf: 0.711044	Pts: 190742
Particle (23):: Fit: 104.771	PB: 104.771	LB: 118.965	GB: 125.476	Conf: 0.638813	Pts: 56142
Particle (41):: Fit: 107.317	PB: 107.317	LB: 125.476	GB: 125.476	Conf: 0.842235	Pts: 50940
Particle (0):: Fit: 112.499	PB: 112.499	LB: 121.063	GB: 125.476	Conf: 0.732606	Pts: 110840
Particle (5):: Fit: 113.316	PB: 113.316	LB: 121.063	GB: 125.476	Conf: 0.526416	Pts: 56239
Particle (8):: Fit: 107.537	PB: 107.537	LB: 120.56	GB: 125.476	Conf: 0.792343	Pts: 66039
Particle (25):: Fit: 107.101	PB: 107.101	LB: 118.965	GB: 125.476	Conf: 0.862192	Pts: 55935
Particle (31):: Fit: 107.891	PB: 107.891	LB: 116.381	GB: 125.476	Conf: 0.0423057	Pts: 60819
Particle (12):: Fit: 118.905	PB: 118.905	LB: 122.51	GB: 125.476	Conf: 0.124778	Pts: 115334
Particle (8):: Fit: 109.02	PB: 109.02	LB: 120.56	GB: 125.476	Conf: 0.677175	Pts: 66133
Particle (23):: Fit: 108.388	PB: 108.388	LB: 118.965	GB: 125.476	Conf: 0.712996	Pts: 56230
Particle (44):: Fit: 119.018	PB: 119.018	LB: 119.018	GB: 125.476	Conf: 0.643335	Pts: 90630
Particle (13):: Fit: 121.689	PB: 121.689	LB: 122.51	GB: 125.476	Conf: 0.985572	Pts: 130827
Particle (18):: Fit: 90.2866	PB: 90.2866	LB: 122.51	GB: 125.476	Conf: 0.531277	Pts: 60720
Particle (5):: Fit: 121.627	PB: 121.627	LB: 121.627	GB: 125.476	Conf: 0.717101	Pts: 96324
Particle (35):: Fit: 116.401	PB: 116.401	LB: 125.476	GB: 125.476	Conf: 0.682033	Pts: 65820
Particle (7):: Fit: 101.826	PB: 101.826	LB: 121.627	GB: 125.476	Conf: 0.521828	Pts: 56100
Particle (25):: Fit: 111.56	PB: 111.56	LB: 118.965	GB: 125.476	Conf: 0.722831	Pts: 56019
Particle (29):: Fit: 116.257	PB: 116.257	LB: 116.66	GB: 125.476	Conf: 0.614131	Pts: 160418
Particle (34):: Fit: 113.343	PB: 113.343	LB: 125.476	GB: 125.476	Conf: 0.500195	Pts: 100819
Particle (38):: Fit: 120.728	PB: 120.728	LB: 125.476	GB: 125.476	Conf: 0.469573	Pts: 70715
Particle (39):: Fit: 115.987	PB: 115.987	LB: 125.476	GB: 125.476	Conf: 0.80994	Pts: 55698
Particle (28):: Fit: 116.571	PB: 116.571	LB: 116.66	GB: 125.476	Conf: 0.549961	Pts: 195312
Particle (7):: Fit: 111.103	PB: 111.103	LB: 121.627	GB: 125.476	Conf: 0.915908	Pts: 56189
Particle (47):: Fit: 115.865	PB: 115.865	LB: 121.063	GB: 125.476	Conf: 0.959436	Pts: 50708
Particle (41):: Fit: 107.881	PB: 107.881	LB: 125.476	GB: 125.476	Conf: 0.856004	Pts: 51005
Particle (25):: Fit: 111.752	PB: 111.752	LB: 118.965	GB: 125.476	Conf: 0.595955	Pts: 56104
Particle (20):: Fit: 110.865	PB: 110.865	LB: 122.51	GB: 125.476	Conf: 0.0901062	Pts: 70401
Particle (27):: Fit: 115.934	PB: 115.934	LB: 116.66	GB: 125.476	Conf: 0.558772	Pts: 55984
Particle (8):: Fit: 120.611	PB: 120.611	LB: 121.689	GB: 125.476	Conf: 0.628364	Pts: 66201
Particle (19):: Fit: 122.06	PB: 122.06	LB: 122.51	GB: 125.476	Conf: 0.622314	Pts: 80301
Particle (17):: Fit: 114.861	PB: 114.861	LB: 122.51	GB: 125.476	Conf: 0.0972323	Pts: 65397
Particle (20):: Fit: 118.304	PB: 118.304	LB: 122.51	GB: 125.476	Conf: 0.186981	Pts: 70491
Particle (18):: Fit: 101.153	PB: 101.153	LB: 122.51	GB: 125.476	Conf: 0.33824	Pts: 60781
Particle (32):: Fit: 116.836	PB: 116.836	LB: 125.476	GB: 125.476	Conf: 0.484188	Pts: 81177
Particle (25):: Fit: 115.518	PB: 115.518	LB: 118.965	GB: 125.476	Conf: 0.794257	Pts: 56182
Particle (34):: Fit: 113.99	PB: 113.99	LB: 125.476	GB: 125.476	Conf: 0.578197	Pts: 100880
Particle (10):: Fit: 121.912	PB: 121.912	LB: 121.912	GB: 125.476	Conf: 0.465269	Pts: 180477
Particle (45):: Fit: 111.263	PB: 111.263	LB: 119.018	GB: 125.476	Conf: 0.367886	Pts: 50974
Particle (3):: Fit: 107.746	PB: 107.746	LB: 121.627	GB: 125.476	Conf: 0.0716399	Pts: 55672
Particle (23):: Fit: 112.233	PB: 112.233	LB: 122.06	GB: 125.476	Conf: 0.582442	Pts: 56272
